,0
0.363127319901142,0.0880419472268581
-0.08146441202969223,0.4450576890202498
-0.3778159581543038,0.687788760166445
-0.4618329554236904,-0.23086582364971153
-0.15864391636720576,-0.8686239931827558
0.6695423404997769,-0.5259415050075986
-0.030018125436992116,0.02300042952881598
0.7563205821633587,0.2942837056288068
0.07022140167531199,-0.8252599534478473
-0.15581451537959534,0.1900089449467559
-0.08645104817185234,-0.2240638040762548
0.32584506659292267,0.29917491700608334
-0.21249360169289422,0.047068610175717396
0.16405758219805677,-0.4381565956710447
0.008362577079326305,0.8456252695596143
-0.0420784471132748,-0.37318670533452736
-0.7256645271802951,-0.08803062263921124
0.04491632701971815,0.11502946392884006
0.06722975637989115,0.22450718769558797
0.08295878600193474,0.16501476701170037
-0.13835615681068747,0.03250139790839435
-0.5048662814839832,-0.6335991657303133
-0.046361890353757484,-0.24885277450700405
0.09280322870332713,0.18555780416423495
-0.2248916905737952,0.970504614297262
-0.25885117710104855,-0.28653391665885264
-0.02941019235731479,-0.01375527417492528
-0.0026858768317102877,-0.03999497228909865
-0.1956721072583374,0.7061132619964889
-0.36337070827301754,-0.11832182256450219
0.24840296799789008,-0.4715524062836667
-0.09504146049459583,-0.21300435720302502
-0.01957019648886571,0.1044240763136286
-0.6144502890618535,-0.21121892453992508
-0.16475920699871383,0.11666267197123559
-0.7108203313878272,-0.38395662813955067
-0.013558829183931032,0.1756962063868488
-0.10573797686093322,0.48597978926500973
0.09360455792273958,0.03579694508996778
0.38499621177904175,-0.763904376756378
-0.19910564657547858,0.47525194807747373
-0.33484747416009,0.3112136990954715
-0.5416448478519235,0.32601006371470787
0.2671217142224127,0.2752123726554445
-0.3585982849837259,-0.5339935166579244
-0.07537858950407272,-0.501877157108347
-0.06071262244529041,0.28636294762656633
0.3664632029178758,0.06210289645857614
-0.4666223318156776,0.6468260909203207
-0.3417273188587743,0.5055358114206818
0.04048759382771405,-0.058976321236611784
0.010493344562074514,-0.1595171960189281
-0.570799762015229,0.5076657093223536
0.05153711026281593,0.09859131611479888
0.5993718032817623,-0.19766346458396422
-0.005214508413814545,-0.04540897847974501
0.0866997788551025,0.007806841313907631
0.34204124881160225,-0.337252426595249
-0.33779674773862134,0.33881054077535855
-0.3772849942089962,-0.3151221995465975
-0.9601382266691436,0.5265684389282974
